marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date	timestamp	IP Address
US	21299354	R2AT2426ZHFUHH	B00MJCDPM2	754171872	Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black)	Mobile_Electronics	3	0	1	N	Y	Didn't love the first one	First one arrived as a brick.  Wouldn't work, wouldn't charge, useless.  Exchanged for a new one that works as advertised.	2015-08-31	1441033322	214.101.70.31
US	28902968	R3RRXU2R23NMQ9	B00ET5AWBY	508373185	iPad Car Headrest Mount Holder for iPad 2/ iPad 3/ iPad 4 with Long Mounting Strap	Mobile_Electronics	5	0	0	N	Y	Five Stars	Worked great for vacation	2015-08-31	1441012613	219.123.29.237
US	2074438	R250PR8VJUZ62F	B00Z9K379C	759387370	ANWING Waterproof Wireless Bluetooth Speaker Outdoor and Shower Bluetooth Louder Speaker NFC, Sky Blue	Mobile_Electronics	4	0	2	N	Y	Four Stars	this is a very good item, it provide me the sound that i like..	2015-08-31	1441001330	200.89.172.214
US	48701722	RBEMQ29WJBHYG	B00YO3UYXW	913911909	Jensen MCR-100 Cassette Player/Recorder 1 Touch Recording with Headphone Jack & Aux Line-in	Mobile_Electronics	5	164	168	N	Y	I LOVE my recorder	I LOVE my recorder. Bought it obviously because I have tape cassette's with no way to play them.<br />Spent an AMAZING afternoon, listening to my Mom (who passed away in 2005), tell a 90 minute Christmas story of &#34;Nicholas&#34;,  to my two daughters, many moons ago.  It was a wonderful afternoon of laughter and tears.<br />I thank you, for providing me, the time to spend an afternoon with my Mom again... :)	2015-08-31	1440979584	200.126.20.68
US	2990247	R19VVIUT4BZCMT	B011W26BU2	938399424	Bluetooth Speakers, SoundPal Cube F1 5 Watt Bluetooth Speaker Compatible with all Bluetooth Devices	Mobile_Electronics	5	2	2	N	Y	Five Stars	Great sound great battery beach, work, park, anywhere battery lasts	2015-08-31	1440995607	214.28.87.69
US	52946117	R1DT8JJUQHUKUL	B00H8PI78C	661515294	15Pcs DC 5V 85dB 2 Pins Industrial Active Electronic Alarm Buzzer	Mobile_Electronics	3	0	1	N	Y	More of a beeper than a buzzer - good part, bad listing	If what you want is a continuous tone piezo - i.e. a &#34;beeper&#34; - then this one would get 5  or maybe 4 stars.  (Possibly dock one star because it's a bit quiet for the rated sound level.)  However, if what you wanted was the thing described in the listing - i.e. a *buzzer*, for example something that would make the sound you get if you answer incorrectly on a game show &#34;bzzzzt&#34; - then it's 3 stars at best.  This is the 3rd batch of &#34;buzzers&#34; I've ordered from different suppliers so this is not an isolated incident.  Anyone need some beepers, cheap?	2015-08-31	1441017039	196.35.98.228
US	49359994	RLIL6S9OGM3YA	B00M49C6MK	91176851	Sentey Ls 4162	Mobile_Electronics	5	0	0	N	Y	Five Stars	Love it	2015-08-31	1440999611	220.119.172.142
US	4158732	R34EZZ68VYPHO0	B011Q291PK	891142775	IcePACK 8 Can Insulated Cooler Speaker System Bag with Built-In Speaker and Amplifier System - Works With Beer , Soda , Gatorade , Juice Boxes and More Drinks	Mobile_Electronics	1	1	1	N	Y	One Star	Sucks	2015-08-31	1440961088	217.122.116.86
US	18944032	R3TZNSOXS13SIG	B00W6OLUGQ	577462547	DTK® AMI MDI MMI Adapter 8-PIN Lightning Cable Connect iPod iPhone 5 ,5S, iPhone 6, iPhone 6 plus iPad to Audi A4 A5 S5 A6 A8 Q7 / Vw Jetta GTI GLI Jetta Passat Cc Tiguan Touareg EOS / Skoda Superb Octavia Fabia / Seat 2009-2013	Mobile_Electronics	2	1	3	N	Y	Two Stars	u need to plug in both	2015-08-31	1441025072	223.73.108.197
US	279606	R12UBZT87UX3AP	B008MY1F8W	680240984	INPA K+CAN K+DCAN Car Diagnostic tool Cable OBD USB Interface for BMW R56 E87 E93 E70	Mobile_Electronics	5	2	2	N	Y	Five Stars	Worked with MHD Flasher for Android.  Used to flash performance tunes to BMW 135i/335i N54 engines.	2015-08-31	1440961489	207.212.248.90
US	10947966	R5KCRE927NYMU	B00KW3XNUE	219920841	Magicfly Wireless RF Item Locator Key Finder 1 RF Transmitter and 6 Receivers	Mobile_Electronics	2	0	0	N	N	Battery Cover Poor Quality	Just arrived,  read instructions and attacked my #1 to key chain. Installed battery but for the life of me, was unable to CLOSE the cap. 100 times and still no go. #1 is out and apparently is broken. Tried #2 and did mange to close the cap. Have not tried #3 or #4 yet. Surely they can make a quality cover for the device. Thinking of returning the item and look for better quality battery cover. The font on the instructions are  too tiny to read, sure you can afford a larger print. No phone number or web address to contact for a replacement of #1. Hmmm...maybe you KNEW you had an inferior battery cover and  didn't care to deal with the complaints!	2015-08-31	1440988495	215.7.199.46
US	18387442	RT12RQFU0V2AX	B009NGR0AK	254898339	Humminbird XNT 9 28 T Transom Mount Single/Dual Beam Transducer	Mobile_Electronics	5	1	1	N	Y	Works great.	I bought this unit as a replacement for my portable fish finder. Works great as did the original. I replaced it because the original was accidentally damaged.	2015-08-31	1441017087	212.10.36.167
US	48950322	R2K0YQPV5W2SJ1	B011W26BU2	938399424	Bluetooth Speakers, SoundPal Cube F1 5 Watt Bluetooth Speaker Compatible with all Bluetooth Devices	Mobile_Electronics	4	2	2	N	Y	A Lot of Sound In a Little Package!	I am giving the speakers a test drive as I write this review. I am deeply impressed by the sound quality of this little box. The high end is really nice. The bass is somewhat lacking, but, I didn't expect room-shaking bass anyway. These are a keeper!!!	2015-08-31	1440982001	217.232.39.78
US	48148197	R104MY31OKNGXH	B00PAP68WO	366592530	Foxnovo 3.7V 380mAh 25C Rechargeable Lipo Battery for Hubsan X4 H107 Ladybird RC Quadcopter (Blue)	Mobile_Electronics	5	0	0	N	Y	Five Stars	Met my application needs very well.	2015-08-31	1441039642	220.152.148.128
US	133451	R3EQYRGIIJQBHT	B0105XU088	673736961	AUSDOM AD170 Car DVR Dashboard Camcorder + G-Sensor + 2.0 Inch HD LCD TFT Display + 110° Viewing Angle Automobile Dashboard Camera Records in 1080p Full HD (Iron Gray)	Mobile_Electronics	5	0	1	N	N	I like it so much !!	This dash cam gives me life. I am an african american and anyone with a television knows that racial profiling of minorities is a huge problem in America. I got my dash cam to record my trips but I also use it to record any police stops. So far no stops. Yay me BUT I took the scenic route to the beach and pointed my camera at the ocean as I drove. Beautiful. The video is crystal clear and vivid. I like it so much my husband wants one too. I recieved this dash cam at a discount in exchange for an honest and unbiased review of how well it performed.	2015-08-31	1441040447	212.190.95.199
US	24863069	R32MW6D6CXKCFW	B00LTCIT7Y	332806411	Astatic (302-10005) D104M6B Amplified Ceramic Power 4-Pin CB Microphone	Mobile_Electronics	2	0	0	N	Y	Two Stars	Scratchy when keyed up	2015-08-31	1440977162	219.28.245.145
US	6202237	RFO6FJSAA391Z	B00KGPB9ZY	345680591	AODE® 2x A Pair 42mm 3W Super Bright White Car Truck Vehicle COB LED Bulbs Festoon Interior Dome Map Lamp Front Number Plate Light 130189	Mobile_Electronics	5	0	0	N	Y	Great	Great	2015-08-31	1440969240	195.104.192.22
US	23652105	R1IG9KI4EWNE4W	B00PHZS078	531752206	1 - Mini Bluetooth Speaker, Blue	Mobile_Electronics	5	0	0	N	N	Awesome speaker	This was a gift from a friend a year ago and I thought it would be just an average little speaker. For my surprise, this product is awesome, sounds great and I would definitely consider buy another one.	2015-08-31	1440965850	220.57.82.103
US	399812	R3IF1H9L7WSGQD	B00XWY8MO2	124821171	"(2) Skar Audio VD-10 D2 500 Watt RMS Dual 2 Ohm 10"" Shallow Subwoofers"	Mobile_Electronics	5	1	1	N	N	i love the sound of skar and in the right box ...	i love the sound of skar and in the right box these are louder than any PSI around.. i have had 1 10' skar vd in a ported box for a &#34;SINGLE CAB CHEVY&#34; and iv out beat many larger systems... its a great product and i will stay with skar before i go back to kickers	2015-08-31	1441039294	219.177.83.4
US	48805811	R38T4K7X8UBVO7	B00HR0ZTD4	772901687	Fm Transmitter, Keedox Car Radio Transmitter Car kit with 3.5mm Aux Audio Input, Car Charger Adapter for Apple iPhone 6s Plus, 6s, Samsung and More	Mobile_Electronics	5	0	0	N	Y	*ss kicker!	Can't go out with it!!!! best gadget for music lovers...	2015-08-31	1441036084	199.137.131.177
US	528818	R19C76D4LWB6CM	B00MXET7NC	651107618	BaoFeng M-1 Commercial Holster for UV-82 : Custom Leather, Vinyl, Stainless Steel Case	Mobile_Electronics	4	0	0	N	Y	Four Stars	Was everything I expected	2015-08-31	1440963690	193.105.138.92
US	10757416	R260G1C72KG6KC	B00LHXWPI4	952189067	Supersonic SC-807 Bluetooth CD/MP3/Cassette Player	Mobile_Electronics	1	0	0	N	N	Skip it.  Buy something else!	I was excited to get this product because it looked versatile and cute and I thought I could take it with me on the road.  However, after receiving it and trying it out I was disappointed to say the least.  The volume button does not work at all.  It is really stiff and difficult to move manually.  The control works, but it is small and could get lost if one is not careful.  The capacity for sound is limited.  Also the cables to connect the speakers were flimsy and not working properly.  Overall very disappointed with this purchase.  I contacted amazon for return and found out that we are responsible for shipping costs with this seller. I Found out the cheapest UPS ground services to be after packaging close to $30.00! This is crazy to have to pay this for a defective product.  So save your money and headache and buy something else.  Trust me, I hate to give bad reviews, but this is a sound equipment that you should skip!	2015-08-31	1441042403	197.240.150.192
US	30841819	R2SLX39DAJSG0V	B00TQYCU0Y	328706129	Garmin nüvi 65LM 6-Inch GPS Navigators System with Spoken Turn-By-Turn Directions, Preloaded Maps and Speed Limit Displays - Lower 49 U.S. States (Certified Refurbished)	Mobile_Electronics	5	0	0	N	Y	great price and I like the larger	Outstanding, great price and I like the larger screen	2015-08-31	1440998580	192.68.121.8
US	32397073	R5I2YBT9J85FF	B011W26BU2	938399424	Bluetooth Speakers, SoundPal Cube F1 5 Watt Bluetooth Speaker Compatible with all Bluetooth Devices	Mobile_Electronics	5	2	2	N	Y	Rock it!!	Nice little unit with great sound.  Built well and easy to use - great for travelling.  The hands-free phone feature is a nice plus.	2015-08-31	1440966237	204.88.184.149
US	22070226	R28UEIZZYTOC6N	B00VU7PGPQ	973149575	[New Element Series] iXCC MicroUSB cables	Mobile_Electronics	5	0	0	N	Y	Five Stars	Life savers	2015-08-31	1441018007	214.189.200.151
US	37645678	R2EJI73CFP0N1Q	B00VBBLOJI	43604968	Bluetooth Transmitter, AUKEY Portable Wireless Stereo Music Transmitter Adapter with A2DP and AptX, Simultaneously Pairing with Two Headsets for TV, PC, iPod, MP3, and other 3.5mm Audio Devices (BT-C3)	Mobile_Electronics	5	0	0	N	Y	Great range, about 30-50 feet	Great range, about 30-50 feet, very clear, works with any audio input jack whether on an iPod, iPad, or computer monitor. Love it	2015-08-31	1441041706	198.250.112.124
US	22480021	R31SFE3UEUA0EY	B00U7XE03I	947869361	Cambridge SoundWorks OontZ Angle 2 [The PLUS Edition] Ultra Portable Wireless Bluetooth Speaker with Built in Mic up to 15 Hour Playtime works with iPhone iPad tablet Samsung and smart phones (RED)	Mobile_Electronics	5	0	0	N	Y	My family and I like it so	My family and I like it so.much it has a good sound and we can take it anywhere we want.	2015-08-31	1440964688	220.8.225.176
US	27920584	R2N4NDRA7Q1SE5	B00IK9UZXA	711344791	MOCREO&reg; Wireless Portable Bluetooth Stereo Music Transmitter (Not A Bluetooth Receiver) for 3.5mm Audio Devices (iPod, MP3/MP4,TV, Media Players...) + 3.5mm Audio Cable + USB Power Cable (Black)	Mobile_Electronics	5	0	0	N	Y	Pairs easily and re-pairs without effort	Works as advertised.  Pairs easily and re-pairs without effort.	2015-08-31	1440984978	209.244.74.203
US	49109878	R8X0E4KMQKGRK	B00KW52PGA	724135610	Blueskysea Free Gift Gel Pen + G1W-C G1W PRO Car Dash Camera DVR NTK96650 Chip AR0330 Lens Capacitor Vision No Battery +Rear View Mirror Mount	Mobile_Electronics	4	0	0	N	Y	Free Pen	Good dashcam.  This is my second G1W-C.<br /><br />Likes: 1080p max resolution, rearview mirror mount, nice screen, no battery, affordable, free pen.<br /><br />Dislikes: loses time/date if car is parked for a few days (no battery, only capacitor), UI controls are tricky, free pen.	2015-08-31	1441043011	205.120.216.63
US	4159021	R36A0KHN48CHBP	B00911E7EO	157555526	Professional Tactique Military Police FBI Flexible Throat Mic Microphone Covert Acoustic Tube Earpiece Headset With Finger PTT for Kenwood Pro-Talk XLS TK Two Way Radio 2pin	Mobile_Electronics	5	0	0	N	Y	Five Stars	I just love this item. Thanks and plan to get more from this provider.	2015-08-31	1440966810	207.155.44.3
US	14738400	R3PG8VI81UURO5	B00HNOWHRU	611054041	Kobo eReader Touch Black	Mobile_Electronics	5	0	1	N	N	The big advantage that the Kobo has over the Kindle ...	The big advantage that the Kobo has over the Kindle is that pubic libraries do not support Kindle.  You can not use a kindle to download books from your local library.	2015-08-31	1440987952	192.173.128.78
US	29340349	RABE0NGQ36XZX	B00Z0GRGFG	983568905	Generic Mobile NL-550-WHITE Transceiver Antenna	Mobile_Electronics	1	0	0	N	N	1	First off, we need the operating band this is designed for.  It is not foldable or collapsable.  Also need the connector type.<br />You will not sell many of these without supplying more information.	2015-08-31	1440965909	206.125.88.203
US	53076619	R3VCLPEEQYTKLJ	B00JP7TCDK	987522321	EC TECHNOLOGY? New design Backup External Battery Pack and Charger (Power Bank) with flashlight	Mobile_Electronics	5	0	0	N	N	A Very Good Flashlight & Lightweight Charger	I bought this primarily to be used as a flashlight and it has worked out well over the last five weeks. I've run it for twenty hours continuously before deciding it was starting to dim. The nice thing about LEDs is the light stays white unlike a filament-type bulb. The light from this device is more than adequate when I'm out on a dark night. Then my phone charger replenishes it once it runs down. The flashlight switch does stick up just a little bit so it is possible for it to be inadvertently switched on (push-on/push-off) while in a pocket or pack.<br /><br />For recharging purposes, the battery capacity in this device is small. Although the battery capacity is spec'd at 2600 MaH, you will never get that amount into the device you are charging. The process of up-converting the charger's battery voltage (~3.7 vdc) to the USB standard (5 vdc) and back down to battery voltage (~3.7 vdc) in the device being charged results in some losses. A good budgetary figure is to plan on transferring 70% of the source battery capacity into the device being charged. So if your phone's battery is spec'd at 2500 MaH, you will need at least a 3600MaH battery in your charger to fully charge the phone's battery. This is true for all battery-driven chargers, not just this one. Or you can shop for a charger whose battery capacity is 150% of the device you need to fully charge - it's that simple.	2015-08-31	1441005757	221.251.166.219
US	43493634	R2OC0E4X4RISOB	B011W26BU2	938399424	Bluetooth Speakers, SoundPal Cube F1 5 Watt Bluetooth Speaker Compatible with all Bluetooth Devices	Mobile_Electronics	3	0	3	N	Y	... speaker from another maker and this one was very easy to use but the volume up louder doesn't sound ...	I have another Bluetooth speaker from another maker and this one was very easy to use but the volume  up louder doesn't sound as good as the other one.	2015-08-31	1441008722	206.10.201.4
US	48689977	R2F2BCP1CC8VKZ	B005LF67OC	71624801	BestDealUSA Universal Am-Fm Am Fm Hidden Windshield Antenna Car Radio	Mobile_Electronics	5	0	0	N	Y	Five Stars	X x vc&#34;ccc	2015-08-31	1440960140	194.214.172.100
US	3962209	R174DGBVW0UWAJ	B00W2S9MBG	805170833	"Pioneer 6.2"" Double DIN 2DIN Touchscreen AM/FM DVD MP3 WMA CD Player USB Bluetooth with JDM 170° Rear View Back-up Camera"	Mobile_Electronics	5	0	0	N	Y	Five Stars	Sounds awesome and works great, pioneer coming in clutch.	2015-08-31	1440972436	210.21.226.99
US	26081688	R2074W1A28UUU6	B00XKM57WQ	168739839	Dashboard Camera, SplashETech Mini 0806 Dash Cam *World's Smallest Dashcam W/ Screen* Amba A7LA50 + OV4689, HDR, Full HD 1296P, Car Video Recorder, Dvr Car Camera with GPS Logger + MLC TF Card	Mobile_Electronics	5	9	11	N	N	Everyone should have this	This is my first Dashcam and I love it!  This was much smaller that I thought, but the smaller the better, can't be seen easily by others.  I live in the city, lots of cars, stop lights and traffic.  Though I have not had accident since having installed this, I have reviewed footage and image was super clear for daytime video and better that I expected, very clear night vision.  I can see how this dashcam can come in handy for so many instances that could happen.  It was easy to install, we used a silicone adhesive for that extra security.  I think this dashcam is a good buy and I think everyone should have one these days.  I was able to try this at a discount for my honest review.	2015-08-31	1440977105	217.232.38.249
US	42129235	R3P0BV6H71DE5	B005C0URVU	310895382	KIA to Ipod Iphone A/v Charge Adapter for 2009-2012 Soul Optima Rio Sportage Sorento Sedona	Mobile_Electronics	5	0	0	N	Y	Nice Cord	The cord did it's job and locks into your ipod/phone pretty well. I am able to pull my ipod to me by the cord which is nice.	2015-08-31	1440962589	196.29.33.96
US	36246895	RQ415EM6JPUG1	B00QGFRDWG	610365995	Insten Premium Black Thick Gel Silicon Skin for the Microsoft Zune HD 16, 32	Mobile_Electronics	4	0	0	N	Y	Four Stars	Good product so far, it fits my Zune very well.	2015-08-31	1441030709	221.222.189.227
US	10247168	R1M8PKOFRU2DZ	B00QJL2TF8	547623891	Memorex Personal CD Player System with LCD Display 60-Second Anti Skip and Ear-Buds- Easy-to-open Packaging	Mobile_Electronics	3	0	0	N	Y	Three Stars	Like all portable players, leaves much to be desired. Good for the battery usiness	2015-08-31	1440999083	197.93.57.83
US	45774171	R2RWA9DSTPVRCI	B00E1BRITU	120483649	Pioneer Class FD 4-Channel Bridgeable Amplifier w/1,200 Watts Max Power, Model GM-D8604	Mobile_Electronics	5	2	2	N	Y	Five Stars	it is an excellent product easy to install worth the price	2015-08-31	1440988740	212.63.43.156
US	47448980	R3B3E2E0123J3F	B00MJCDPM2	754171872	Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black)	Mobile_Electronics	5	0	0	N	Y	Great sound quality for the price.	I am really enjoying this speaker. I was unsure if it was as good as some of the reviews gave it but I am very pleased with the sound quality and the value.	2015-08-31	1440967407	203.71.43.128
US	39550519	R2WGDZBMIMZ1HK	B00LAG4HN4	536367292	iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)	Mobile_Electronics	5	0	0	N	Y	Good, strong, and 6 feet long!	Good, strong, and 6 feet long.	2015-08-31	1441022174	208.169.178.186
US	2476375	R2W7SNCOCHAVOK	B00XHAR9GI	820413549	"Towallmark 7"" HD Car GPS Navigation 4G 128M Touch Screen Multimedia Player Free Map Update"	Mobile_Electronics	5	0	1	N	Y	Great GPS	Big screen is nice once the store contacted me on how to have voice directions	2015-08-31	1441027275	218.228.98.201
US	16801898	R3TKTB8TPDMW12	B00NPMEZOM	57161434	G.G.Martinsen 8GB Slim 1.78'' Screen MP3/MP4 Player Media/Music/Audio Player with Silver color	Mobile_Electronics	5	0	0	N	Y	It was easy to load and seemed really easy to use	I bought this as a gift for a friend.  I loaded a bunch of songs on it before giving it to her.  It was easy to load and seemed really easy to use, too.  User friendly, I guess is the right term.  I have an MP3 player I bought elsewhere but this one looked a lot nicer than mine.  My friend loved her gift.  She thought I spent a lot of money on it but really, the price was very reasonable.	2015-08-31	1441027402	195.172.222.93
US	22190196	R3VUB98IS1VKQC	B000MPMHMW	490935467	Humminbird 7400931 MHX XNT Transom Mounting Hardware Kit	Mobile_Electronics	5	0	0	N	Y	Five Stars	Exactly what I needed	2015-08-31	1440981733	194.11.132.42
US	26192749	R18TG2USOSVOC3	B00EPRT4BA	156331019	Pwr+ Car Charger for Satechi, The OontZ, Angle, Cambridge SoundWorks BT Wireless Bluetooth Portable Speaker System Power Supply Adapter Cord	Mobile_Electronics	1	1	1	N	Y	One Star	Does not fit XL	2015-08-31	1440993376	212.3.84.62
US	52894341	R2EVA14XVX2MH3	B011NH6I18	438033117	USTEK&reg; GPS Sun Shade Glare Shield Sun Visor Screen Protector for Universal Car GPS Applicable for Most Sedans and SUVs	Mobile_Electronics	3	0	0	N	N	Does too little for the price	I'm not sure what the use case is for this device. A build-in, dash-mounted display is generally pretty well shielded from glare by virtue of its location. A GPS on top of the dashboard and closer to the windshield may suffer from glare problems, but this sunshade needs to be taped to the GPS to stay in place. Overall, I would say this is a solution in search of a problem, overpriced for what it actually does.<br /><br />Disclaimer: I received an evaluation unit in exchange for a fair and honest review.	2015-08-31	1441024738	205.144.108.126
US	48501328	R2DWIADFBQ3IYG	B00UG3T8QS	968405497	Willgoo Mini 0806 Ambarella A7 Chip + Ov4689 Sensor, 1296p Car Dash Camera DVR + GPS Logger + CPL Filter + Hardwire Kit	Mobile_Electronics	2	0	0	N	Y	Disappointed.	Purchased two of these based on a wide variety of reviews. The first one failed within a couple of hours of use, and the second one failed today.  The first one was replaced by Amazon and I haven't had a chance to use it much. This second one will simply be returned for a refund. The recording it made were excellent.  But what good does it do to have something that is unreliable?  Too bad.	2015-08-31	1440963864	211.62.20.133
US	41581336	R2J68T8Y2ZWUSP	B008MY1F8W	680240984	INPA K+CAN K+DCAN Car Diagnostic tool Cable OBD USB Interface for BMW R56 E87 E93 E70	Mobile_Electronics	5	0	0	N	Y	Great product	Great product but long shipping.	2015-08-31	1441023333	201.58.116.1
US	27397668	R2VMBHZ9XTC0GQ	B00DWNXTNM	855260173	The Fashion Army Green 3in1 Whistle with Compass & Temperature Display	Mobile_Electronics	2	0	0	N	Y	Two Stars	The compass is not reliable.  I don't really know if it works	2015-08-31	1440969260	215.79.1.183
US	29138846	R23WVQTPI7LGPD	B00SF4YGCG	47320360	Bundle 4 in 1 Essential Home and Car Charger Kit for iPhone 5 5C 5S, iPhone 6 6 Plus, iPad 3 4, iPad Mini, iPod Touch 5/Nano 7, 8 pin to USB -- Includes : 2 X 3ft Lightning Cable, 1 X Car charger, 1 X Wall charger (black)	Mobile_Electronics	2	0	0	N	Y	Save your money!	I was very disappointed! The charger will not charge my phone because it won't keep a charge. It very cheap looking and poor quality. It wasn't worth the money but you get what u pay for so I just went by to the Apple Store.	2015-08-30	1440936646	209.224.60.76
US	16890980	R27GI77VF2P6WF	B00UVCYM7E	240041046	Sporthway® 2.4Ghz 30fps wireless WIFI Camera Transmitter video transmitter for Car Reverse Bakup CCTV Camera , Support iPhone IOS/ Android system phone	Mobile_Electronics	3	2	3	N	Y	"Sometimes gets ""laggy"". It was fron China which seller ..."	Sometimes gets &#34;laggy&#34;. It was fron China which seller didn't indicate. I had lots of other products from China that had quality issues with electronics  overheating, shorting and just under performing. This unit didn't get hot and so far is working as advertised. My only concern because the app is a Chineese developed app, just don't know if the unit-app snoops my device. Have no way of knowing either:	2015-08-30	1440951840	211.98.4.116
US	10583612	R2JTHBK0R10ZW4	B00S6AZAII	332752594	High Quality Wall Travel Home Charger Adapter with 1m (3ft) Lighting Cable for iPhone 5 5s 5c, iPhone 6 6 Plus, iPad 4 Mini, iPad Air, iPod Touch 5/Nano 7 (White)	Mobile_Electronics	1	0	5	N	Y	DO NOT WASTE YOUR MONEY	After plugging in my phone an alert came on saying &#34;this is not a legal device and will not charge your phone&#34;.  Hassle to return it but just beware to anyone thinking of buying it.	2015-08-30	1440924341	213.62.180.33
